round,ticket_id,annotator,intent,sentiment,role
R1,GF-0103,A1,feedback_complaints,neutral,production
R1,GF-0104,A1,other_contact,neutral,production
R1,GF-0105,A1,other_contact,neutral,overlap
R1,GF-0106,A1,feedback_complaints,negative,overlap
R1,GF-0109,A1,other_contact,negative,production
R1,GF-0111,A1,account_access,neutral,production
R1,GF-0112,A1,other_contact,neutral,overlap
R1,GF-0113,A1,billing_payments,neutral,production
R1,GF-0115,A1,account_access,neutral,overlap
R1,GF-0117,A1,other_contact,neutral,production
R1,GF-0119,A1,shipping_delivery,negative,overlap
R1,GF-0121,A1,other_contact,neutral,overlap
R1,GF-0122,A1,refund_request,neutral,overlap
R1,GF-0123,A1,refund_request,positive,overlap
R1,GF-0124,A1,refund_request,neutral,overlap
R1,GF-0126,A1,shipping_delivery,neutral,overlap
R1,GF-0128,A1,billing_payments,neutral,production
R1,GF-0129,A1,account_access,negative,overlap
R1,GF-0130,A1,shipping_delivery,neutral,production
R1,GF-0131,A1,refund_request,neutral,production
R1,GF-0133,A1,other_contact,neutral,production
R1,GF-0134,A1,billing_payments,neutral,overlap
R1,GF-0135,A1,billing_payments,neutral,production
R1,GF-0136,A1,other_contact,negative,production
R1,GF-0138,A1,billing_payments,neutral,overlap
R1,GF-0139,A1,order_changes,neutral,overlap
R1,GF-0142,A1,refund_request,neutral,overlap
R1,GF-0145,A1,other_contact,neutral,production
R1,GF-0149,A1,feedback_complaints,negative,overlap
R1,GF-0150,A1,other_contact,negative,overlap
R1,GF-0151,A1,refund_request,neutral,overlap
R1,GF-0155,A1,shipping_delivery,neutral,overlap
R1,GF-0156,A1,cancellation,neutral,production
R1,GF-0157,A1,account_access,neutral,production
R1,GF-0159,A1,account_access,negative,overlap
R1,GF-0160,A1,account_access,neutral,overlap
R1,GF-0161,A1,billing_payments,neutral,overlap
R1,GF-0162,A1,refund_request,positive,production
R1,GF-0163,A1,other_contact,neutral,production
R1,GF-0164,A1,billing_payments,neutral,overlap
R1,GF-0166,A1,other_contact,neutral,production
R1,GF-0168,A1,account_access,neutral,production
R1,GF-0169,A1,refund_request,neutral,overlap
R1,GF-0170,A1,account_access,neutral,overlap
R1,GF-0171,A1,other_contact,positive,production
R1,GF-0175,A1,cancellation,negative,overlap
R1,GF-0179,A1,account_access,neutral,overlap
R1,GF-0183,A1,refund_request,neutral,overlap
R1,GF-0184,A1,feedback_complaints,neutral,production
R1,GF-0185,A1,billing_payments,neutral,overlap
R1,GF-0188,A1,refund_request,neutral,overlap
R1,GF-0189,A1,other_contact,neutral,overlap
R1,GF-0190,A1,other_contact,neutral,overlap
R1,GF-0192,A1,billing_payments,neutral,overlap
R1,GF-0196,A1,refund_request,neutral,overlap
R1,GF-0198,A1,feedback_complaints,negative,overlap
R1,GF-0199,A1,refund_request,neutral,overlap
R1,GF-0200,A1,feedback_complaints,neutral,production
R1,GF-0202,A1,cancellation,neutral,overlap
R1,GF-0203,A1,other_contact,neutral,overlap
R1,GF-0205,A1,shipping_delivery,neutral,overlap
R1,GF-0207,A1,billing_payments,neutral,overlap
R1,GF-0208,A1,refund_request,positive,production
R1,GF-0209,A1,refund_request,neutral,overlap
R1,GF-0215,A1,billing_payments,neutral,production
R1,GF-0217,A1,billing_payments,neutral,overlap
R1,GF-0220,A1,order_changes,neutral,overlap
R1,GF-0221,A1,refund_request,neutral,overlap
R1,GF-0224,A1,other_contact,positive,production
R1,GF-0226,A1,refund_request,neutral,production
R1,GF-0227,A1,other_contact,neutral,production
R1,GF-0236,A1,billing_payments,neutral,overlap
R1,GF-0239,A1,refund_request,neutral,production
R1,GF-0243,A1,cancellation,neutral,overlap
R1,GF-0244,A1,other_contact,positive,overlap
R1,GF-0247,A1,shipping_delivery,neutral,overlap
R1,GF-0248,A1,other_contact,neutral,production
R1,GF-0249,A1,refund_request,neutral,overlap
R1,GF-0250,A1,cancellation,neutral,overlap
R1,GF-0251,A1,billing_payments,neutral,production
R1,GF-0252,A1,shipping_delivery,neutral,production
R1,GF-0253,A1,cancellation,positive,overlap
R1,GF-0254,A1,refund_request,neutral,production
R1,GF-0257,A1,other_contact,neutral,production
R1,GF-0261,A1,other_contact,neutral,overlap
R1,GF-0262,A1,refund_request,neutral,production
R1,GF-0263,A1,account_access,neutral,production
R1,GF-0265,A1,other_contact,neutral,production
R1,GF-0266,A1,billing_payments,neutral,overlap
R1,GF-0267,A1,other_contact,neutral,overlap
R1,GF-0269,A1,refund_request,positive,production
R1,GF-0270,A1,cancellation,neutral,production
R1,GF-0273,A1,cancellation,neutral,overlap
R1,GF-0275,A1,shipping_delivery,neutral,overlap
R1,GF-0276,A1,refund_request,neutral,overlap
R1,GF-0279,A1,refund_request,neutral,overlap
R1,GF-0280,A1,billing_payments,neutral,overlap
R1,GF-0281,A1,billing_payments,negative,overlap
R1,GF-0284,A1,other_contact,neutral,production
R1,GF-0289,A1,other_contact,neutral,production
R1,GF-0291,A1,refund_request,positive,overlap
R1,GF-0292,A1,shipping_delivery,neutral,overlap
R1,GF-0295,A1,order_changes,positive,overlap
R1,GF-0296,A1,billing_payments,negative,production
R1,GF-0297,A1,shipping_delivery,neutral,production
R1,GF-0298,A1,refund_request,negative,overlap
R1,GF-0299,A1,other_contact,neutral,overlap
R1,GF-0306,A1,feedback_complaints,negative,production
R1,GF-0309,A1,other_contact,positive,production
R1,GF-0318,A1,cancellation,positive,overlap
R1,GF-0319,A1,cancellation,neutral,overlap
R1,GF-0320,A1,other_contact,neutral,production
R1,GF-0321,A1,shipping_delivery,neutral,overlap
R1,GF-0323,A1,shipping_delivery,neutral,production
R1,GF-0324,A1,refund_request,neutral,overlap
R1,GF-0325,A1,shipping_delivery,neutral,overlap
R1,GF-0331,A1,other_contact,neutral,production
R1,GF-0332,A1,other_contact,neutral,overlap
R1,GF-0333,A1,other_contact,neutral,production
R1,GF-0334,A1,other_contact,neutral,overlap
R1,GF-0336,A1,shipping_delivery,neutral,overlap
R1,GF-0338,A1,feedback_complaints,negative,overlap
R1,GF-0339,A1,other_contact,neutral,overlap
R1,GF-0340,A1,shipping_delivery,neutral,production
R1,GF-0345,A1,cancellation,neutral,overlap
R1,GF-0346,A1,other_contact,neutral,production
R1,GF-0349,A1,other_contact,neutral,production
R1,GF-0354,A1,other_contact,neutral,production
R1,GF-0355,A1,feedback_complaints,neutral,production
R1,GF-0356,A1,feedback_complaints,neutral,overlap
R1,GF-0357,A1,feedback_complaints,negative,overlap
R1,GF-0358,A1,other_contact,negative,production
R1,GF-0359,A1,cancellation,positive,overlap
R1,GF-0360,A1,refund_request,positive,overlap
R1,GF-0361,A1,order_changes,neutral,overlap
R1,GF-0364,A1,feedback_complaints,neutral,overlap
R1,GF-0365,A1,other_contact,neutral,overlap
R1,GF-0366,A1,shipping_delivery,neutral,overlap
R1,GF-0367,A1,billing_payments,positive,production
R1,GF-0368,A1,billing_payments,neutral,production
R1,GF-0369,A1,account_access,negative,overlap
R1,GF-0370,A1,feedback_complaints,negative,overlap
R1,GF-0372,A1,other_contact,neutral,production
R1,GF-0373,A1,refund_request,neutral,overlap
R1,GF-0374,A1,billing_payments,positive,overlap
R1,GF-0376,A1,feedback_complaints,negative,overlap
R1,GF-0377,A1,cancellation,positive,overlap
R1,GF-0381,A1,refund_request,neutral,overlap
R1,GF-0382,A1,refund_request,neutral,production
R1,GF-0383,A1,account_access,negative,production
R1,GF-0387,A1,billing_payments,negative,overlap
R1,GF-0389,A1,cancellation,neutral,production
R1,GF-0390,A1,refund_request,neutral,overlap
R1,GF-0392,A1,refund_request,neutral,production
R1,GF-0394,A1,billing_payments,neutral,overlap
R1,GF-0397,A1,cancellation,positive,production
R1,GF-0400,A1,refund_request,positive,overlap
R1,GF-0401,A1,billing_payments,neutral,overlap
R1,GF-0402,A1,account_access,neutral,production
R1,GF-0403,A1,account_access,neutral,production
R1,GF-0405,A1,feedback_complaints,negative,overlap
R1,GF-0406,A1,other_contact,negative,overlap
R1,GF-0408,A1,billing_payments,neutral,overlap
R1,GF-0409,A1,refund_request,neutral,production
R1,GF-0410,A1,shipping_delivery,neutral,production
R1,GF-0411,A1,other_contact,neutral,overlap
R1,GF-0412,A1,refund_request,negative,production
R1,GF-0413,A1,refund_request,neutral,overlap
R1,GF-0414,A1,shipping_delivery,negative,production
R1,GF-0415,A1,other_contact,negative,overlap
R1,GF-0419,A1,billing_payments,negative,overlap
R1,GF-0420,A1,account_access,positive,overlap
R1,GF-0422,A1,cancellation,neutral,production
R1,GF-0423,A1,shipping_delivery,neutral,production
R1,GF-0425,A1,account_access,positive,overlap
R1,GF-0426,A1,other_contact,neutral,production
R1,GF-0430,A1,refund_request,neutral,overlap
R1,GF-0432,A1,refund_request,neutral,production
R1,GF-0435,A1,cancellation,neutral,overlap
R1,GF-0436,A1,billing_payments,neutral,production
R1,GF-0440,A1,cancellation,neutral,overlap
R1,GF-0442,A1,account_access,neutral,overlap
R1,GF-0443,A1,cancellation,neutral,overlap
R1,GF-0444,A1,billing_payments,positive,production
R1,GF-0445,A1,feedback_complaints,neutral,production
R1,GF-0446,A1,cancellation,neutral,overlap
R1,GF-0447,A1,feedback_complaints,negative,production
R1,GF-0449,A1,account_access,neutral,production
R1,GF-0452,A1,other_contact,neutral,production
R1,GF-0456,A1,refund_request,negative,production
R1,GF-0457,A1,billing_payments,neutral,production
R1,GF-0458,A1,feedback_complaints,positive,production
R1,GF-0460,A1,refund_request,positive,overlap
R1,GF-0462,A1,cancellation,neutral,production
R1,GF-0463,A1,shipping_delivery,neutral,overlap
R1,GF-0465,A1,other_contact,neutral,overlap
R1,GF-0466,A1,billing_payments,neutral,overlap
R1,GF-0467,A1,other_contact,neutral,overlap
R1,GF-0468,A1,billing_payments,neutral,production
R1,GF-0470,A1,shipping_delivery,neutral,overlap
R1,GF-0471,A1,other_contact,neutral,production
R1,GF-0473,A1,account_access,neutral,overlap
R1,GF-0476,A1,other_contact,neutral,overlap
R1,GF-0477,A1,billing_payments,neutral,overlap
R1,GF-0479,A1,other_contact,neutral,production
R1,GF-0482,A1,other_contact,neutral,overlap
R1,GF-0485,A1,cancellation,positive,overlap
R1,GF-0489,A1,account_access,negative,production
R1,GF-0490,A1,refund_request,neutral,production
R1,GF-0491,A1,refund_request,negative,overlap
R1,GF-0494,A1,billing_payments,neutral,overlap
R1,GF-0497,A1,cancellation,neutral,production
R1,GF-0498,A1,feedback_complaints,neutral,production
R1,GF-0500,A1,other_contact,neutral,overlap
R1,GF-0502,A1,refund_request,neutral,overlap
R1,GF-0503,A1,shipping_delivery,neutral,production
R1,GF-0506,A1,shipping_delivery,neutral,production
R1,GF-0514,A1,billing_payments,neutral,production
R1,GF-0516,A1,feedback_complaints,negative,overlap
R1,GF-0520,A1,billing_payments,neutral,production
R1,GF-0523,A1,other_contact,neutral,production
R1,GF-0524,A1,other_contact,neutral,production
R1,GF-0525,A1,other_contact,neutral,production
R1,GF-0526,A1,shipping_delivery,neutral,production
R1,GF-0529,A1,other_contact,neutral,production
R1,GF-0530,A1,feedback_complaints,neutral,production
R1,GF-0532,A1,billing_payments,neutral,production
R1,GF-0533,A1,shipping_delivery,neutral,overlap
R1,GF-0534,A1,refund_request,neutral,overlap
R1,GF-0535,A1,billing_payments,neutral,production
R1,GF-0537,A1,other_contact,negative,overlap
R1,GF-0538,A1,cancellation,negative,overlap
R1,GF-0540,A1,feedback_complaints,neutral,overlap
R1,GF-0542,A1,billing_payments,neutral,production
R1,GF-0544,A1,other_contact,negative,overlap
R1,GF-0546,A1,refund_request,neutral,overlap
R1,GF-0547,A1,shipping_delivery,positive,overlap
R1,GF-0549,A1,order_changes,neutral,production
R1,GF-0551,A1,cancellation,neutral,production
R1,GF-0552,A1,billing_payments,positive,overlap
R1,GF-0553,A1,feedback_complaints,negative,overlap
R1,GF-0561,A1,shipping_delivery,neutral,production
R1,GF-0563,A1,billing_payments,neutral,production
R1,GF-0567,A1,cancellation,neutral,overlap
R1,GF-0570,A1,account_access,neutral,production
R1,GF-0572,A1,billing_payments,neutral,overlap
R1,GF-0576,A1,account_access,neutral,production
R1,GF-0577,A1,refund_request,neutral,overlap
R1,GF-0579,A1,refund_request,neutral,production
R1,GF-0581,A1,cancellation,neutral,overlap
R1,GF-0583,A1,feedback_complaints,neutral,overlap
R1,GF-0586,A1,billing_payments,neutral,production
R1,GF-0587,A1,shipping_delivery,neutral,overlap
R1,GF-0588,A1,order_changes,neutral,overlap
R1,GF-0589,A1,other_contact,neutral,overlap
R1,GF-0590,A1,feedback_complaints,negative,overlap
R1,GF-0591,A1,billing_payments,neutral,overlap
R1,GF-0592,A1,feedback_complaints,neutral,overlap
R1,GF-0594,A1,order_changes,neutral,production
R1,GF-0596,A1,feedback_complaints,negative,overlap
R1,GF-0597,A1,other_contact,neutral,production
R1,GF-0598,A1,account_access,positive,overlap
R1,GF-0003,A2,billing_payments,negative,overlap
R1,GF-0004,A2,other_contact,negative,overlap
R1,GF-0005,A2,other_contact,neutral,production
R1,GF-0006,A2,feedback_complaints,negative,overlap
R1,GF-0007,A2,account_access,neutral,overlap
R1,GF-0012,A2,feedback_complaints,negative,overlap
R1,GF-0016,A2,shipping_delivery,neutral,production
R1,GF-0019,A2,other_contact,neutral,production
R1,GF-0022,A2,feedback_complaints,negative,overlap
R1,GF-0023,A2,feedback_complaints,neutral,production
R1,GF-0024,A2,refund_request,neutral,overlap
R1,GF-0025,A2,cancellation,neutral,production
R1,GF-0026,A2,refund_request,neutral,overlap
R1,GF-0027,A2,other_contact,neutral,production
R1,GF-0028,A2,feedback_complaints,negative,overlap
R1,GF-0029,A2,other_contact,neutral,production
R1,GF-0030,A2,billing_payments,neutral,overlap
R1,GF-0031,A2,refund_request,neutral,overlap
R1,GF-0033,A2,refund_request,positive,overlap
R1,GF-0036,A2,shipping_delivery,negative,overlap
R1,GF-0041,A2,other_contact,negative,overlap
R1,GF-0042,A2,other_contact,neutral,overlap
R1,GF-0045,A2,account_access,negative,overlap
R1,GF-0054,A2,shipping_delivery,neutral,overlap
R1,GF-0055,A2,refund_request,neutral,overlap
R1,GF-0056,A2,other_contact,neutral,production
R1,GF-0057,A2,other_contact,neutral,production
R1,GF-0058,A2,refund_request,negative,overlap
R1,GF-0064,A2,shipping_delivery,neutral,overlap
R1,GF-0067,A2,feedback_complaints,neutral,overlap
R1,GF-0070,A2,other_contact,positive,production
R1,GF-0071,A2,refund_request,positive,overlap
R1,GF-0072,A2,order_changes,neutral,overlap
R1,GF-0074,A2,other_contact,neutral,production
R1,GF-0076,A2,refund_request,negative,overlap
R1,GF-0078,A2,shipping_delivery,neutral,overlap
R1,GF-0081,A2,other_contact,negative,overlap
R1,GF-0082,A2,feedback_complaints,positive,overlap
R1,GF-0088,A2,other_contact,positive,overlap
R1,GF-0090,A2,billing_payments,negative,production
R1,GF-0097,A2,shipping_delivery,neutral,overlap
R1,GF-0098,A2,feedback_complaints,neutral,overlap
R1,GF-0100,A2,billing_payments,positive,production
R1,GF-0101,A2,feedback_complaints,neutral,production
R1,GF-0102,A2,refund_request,neutral,production
R1,GF-0105,A2,other_contact,neutral,overlap
R1,GF-0106,A2,feedback_complaints,negative,overlap
R1,GF-0107,A2,shipping_delivery,negative,production
R1,GF-0112,A2,other_contact,neutral,overlap
R1,GF-0115,A2,account_access,neutral,overlap
R1,GF-0118,A2,refund_request,neutral,production
R1,GF-0119,A2,shipping_delivery,negative,overlap
R1,GF-0121,A2,other_contact,neutral,overlap
R1,GF-0122,A2,refund_request,neutral,overlap
R1,GF-0123,A2,refund_request,positive,overlap
R1,GF-0124,A2,refund_request,neutral,overlap
R1,GF-0126,A2,refund_request,neutral,overlap
R1,GF-0127,A2,feedback_complaints,neutral,production
R1,GF-0129,A2,account_access,negative,overlap
R1,GF-0134,A2,billing_payments,neutral,overlap
R1,GF-0138,A2,billing_payments,neutral,overlap
R1,GF-0139,A2,order_changes,neutral,overlap
R1,GF-0140,A2,refund_request,neutral,production
R1,GF-0141,A2,other_contact,neutral,production
R1,GF-0142,A2,refund_request,neutral,overlap
R1,GF-0147,A2,order_changes,neutral,production
R1,GF-0149,A2,feedback_complaints,negative,overlap
R1,GF-0150,A2,other_contact,negative,overlap
R1,GF-0151,A2,refund_request,neutral,overlap
R1,GF-0152,A2,other_contact,neutral,production
R1,GF-0153,A2,cancellation,neutral,production
R1,GF-0155,A2,shipping_delivery,neutral,overlap
R1,GF-0158,A2,refund_request,neutral,production
R1,GF-0159,A2,account_access,negative,overlap
R1,GF-0160,A2,account_access,neutral,overlap
R1,GF-0161,A2,billing_payments,neutral,overlap
R1,GF-0164,A2,billing_payments,neutral,overlap
R1,GF-0165,A2,feedback_complaints,neutral,production
R1,GF-0167,A2,cancellation,neutral,production
R1,GF-0169,A2,refund_request,negative,overlap
R1,GF-0170,A2,account_access,neutral,overlap
R1,GF-0173,A2,refund_request,neutral,production
R1,GF-0175,A2,cancellation,negative,overlap
R1,GF-0177,A2,account_access,negative,production
R1,GF-0179,A2,account_access,neutral,overlap
R1,GF-0180,A2,billing_payments,negative,production
R1,GF-0181,A2,billing_payments,negative,production
R1,GF-0183,A2,refund_request,neutral,overlap
R1,GF-0185,A2,billing_payments,neutral,overlap
R1,GF-0188,A2,refund_request,neutral,overlap
R1,GF-0189,A2,other_contact,neutral,overlap
R1,GF-0190,A2,other_contact,neutral,overlap
R1,GF-0191,A2,other_contact,neutral,production
R1,GF-0192,A2,billing_payments,negative,overlap
R1,GF-0193,A2,refund_request,neutral,production
R1,GF-0194,A2,account_access,neutral,production
R1,GF-0196,A2,refund_request,neutral,overlap
R1,GF-0198,A2,feedback_complaints,negative,overlap
R1,GF-0199,A2,refund_request,neutral,overlap
R1,GF-0201,A2,other_contact,neutral,production
R1,GF-0202,A2,refund_request,neutral,overlap
R1,GF-0203,A2,other_contact,neutral,overlap
R1,GF-0204,A2,refund_request,neutral,production
R1,GF-0205,A2,shipping_delivery,negative,overlap
R1,GF-0206,A2,refund_request,negative,production
R1,GF-0207,A2,billing_payments,neutral,overlap
R1,GF-0209,A2,refund_request,negative,overlap
R1,GF-0213,A2,account_access,neutral,production
R1,GF-0217,A2,billing_payments,neutral,overlap
R1,GF-0219,A2,other_contact,negative,production
R1,GF-0220,A2,order_changes,neutral,overlap
R1,GF-0221,A2,refund_request,neutral,overlap
R1,GF-0223,A2,other_contact,neutral,production
R1,GF-0229,A2,feedback_complaints,neutral,production
R1,GF-0230,A2,billing_payments,positive,production
R1,GF-0231,A2,other_contact,negative,production
R1,GF-0234,A2,other_contact,negative,production
R1,GF-0235,A2,billing_payments,positive,production
R1,GF-0236,A2,billing_payments,neutral,overlap
R1,GF-0237,A2,refund_request,neutral,production
R1,GF-0238,A2,other_contact,neutral,production
R1,GF-0240,A2,account_access,neutral,production
R1,GF-0243,A2,cancellation,neutral,overlap
R1,GF-0244,A2,other_contact,positive,overlap
R1,GF-0245,A2,billing_payments,neutral,production
R1,GF-0246,A2,account_access,negative,production
R1,GF-0247,A2,refund_request,neutral,overlap
R1,GF-0249,A2,refund_request,negative,overlap
R1,GF-0250,A2,cancellation,neutral,overlap
R1,GF-0253,A2,cancellation,positive,overlap
R1,GF-0259,A2,other_contact,neutral,production
R1,GF-0261,A2,other_contact,neutral,overlap
R1,GF-0266,A2,billing_payments,neutral,overlap
R1,GF-0267,A2,other_contact,neutral,overlap
R1,GF-0271,A2,account_access,negative,production
R1,GF-0273,A2,cancellation,neutral,overlap
R1,GF-0275,A2,shipping_delivery,negative,overlap
R1,GF-0276,A2,refund_request,negative,overlap
R1,GF-0277,A2,billing_payments,neutral,production
R1,GF-0279,A2,refund_request,neutral,overlap
R1,GF-0280,A2,refund_request,neutral,overlap
R1,GF-0281,A2,billing_payments,negative,overlap
R1,GF-0282,A2,cancellation,negative,production
R1,GF-0283,A2,other_contact,neutral,production
R1,GF-0285,A2,shipping_delivery,neutral,production
R1,GF-0286,A2,feedback_complaints,neutral,production
R1,GF-0287,A2,other_contact,neutral,production
R1,GF-0288,A2,shipping_delivery,neutral,production
R1,GF-0291,A2,refund_request,negative,overlap
R1,GF-0292,A2,shipping_delivery,neutral,overlap
R1,GF-0293,A2,billing_payments,negative,production
R1,GF-0294,A2,shipping_delivery,negative,production
R1,GF-0295,A2,order_changes,positive,overlap
R1,GF-0298,A2,refund_request,negative,overlap
R1,GF-0299,A2,other_contact,neutral,overlap
R1,GF-0300,A2,shipping_delivery,positive,production
R1,GF-0301,A2,billing_payments,negative,production
R1,GF-0302,A2,other_contact,neutral,production
R1,GF-0304,A2,billing_payments,positive,production
R1,GF-0308,A2,refund_request,positive,production
R1,GF-0310,A2,shipping_delivery,neutral,production
R1,GF-0311,A2,account_access,neutral,production
R1,GF-0313,A2,other_contact,neutral,production
R1,GF-0315,A2,billing_payments,neutral,production
R1,GF-0317,A2,refund_request,neutral,production
R1,GF-0318,A2,billing_payments,positive,overlap
R1,GF-0319,A2,cancellation,neutral,overlap
R1,GF-0321,A2,shipping_delivery,neutral,overlap
R1,GF-0324,A2,refund_request,neutral,overlap
R1,GF-0325,A2,shipping_delivery,neutral,overlap
R1,GF-0326,A2,billing_payments,neutral,production
R1,GF-0327,A2,billing_payments,neutral,production
R1,GF-0328,A2,feedback_complaints,neutral,production
R1,GF-0329,A2,other_contact,negative,production
R1,GF-0332,A2,other_contact,neutral,overlap
R1,GF-0334,A2,other_contact,neutral,overlap
R1,GF-0335,A2,other_contact,neutral,production
R1,GF-0336,A2,shipping_delivery,negative,overlap
R1,GF-0337,A2,other_contact,positive,production
R1,GF-0338,A2,feedback_complaints,negative,overlap
R1,GF-0339,A2,billing_payments,negative,overlap
R1,GF-0342,A2,billing_payments,negative,production
R1,GF-0343,A2,billing_payments,neutral,production
R1,GF-0344,A2,shipping_delivery,negative,production
R1,GF-0345,A2,cancellation,negative,overlap
R1,GF-0347,A2,other_contact,neutral,production
R1,GF-0350,A2,cancellation,negative,production
R1,GF-0351,A2,other_contact,neutral,production
R1,GF-0353,A2,other_contact,neutral,production
R1,GF-0356,A2,feedback_complaints,neutral,overlap
R1,GF-0357,A2,feedback_complaints,negative,overlap
R1,GF-0359,A2,other_contact,positive,overlap
R1,GF-0360,A2,refund_request,positive,overlap
R1,GF-0361,A2,other_contact,neutral,overlap
R1,GF-0362,A2,refund_request,neutral,production
R1,GF-0364,A2,feedback_complaints,neutral,overlap
R1,GF-0365,A2,other_contact,neutral,overlap
R1,GF-0366,A2,shipping_delivery,negative,overlap
R1,GF-0369,A2,account_access,negative,overlap
R1,GF-0370,A2,feedback_complaints,negative,overlap
R1,GF-0371,A2,billing_payments,neutral,production
R1,GF-0373,A2,refund_request,negative,overlap
R1,GF-0374,A2,billing_payments,positive,overlap
R1,GF-0375,A2,other_contact,neutral,production
R1,GF-0376,A2,feedback_complaints,negative,overlap
R1,GF-0377,A2,refund_request,negative,overlap
R1,GF-0380,A2,refund_request,positive,production
R1,GF-0381,A2,refund_request,neutral,overlap
R1,GF-0387,A2,billing_payments,positive,overlap
R1,GF-0388,A2,other_contact,negative,production
R1,GF-0390,A2,refund_request,negative,overlap
R1,GF-0391,A2,account_access,neutral,production
R1,GF-0393,A2,refund_request,neutral,production
R1,GF-0394,A2,billing_payments,neutral,overlap
R1,GF-0396,A2,other_contact,negative,production
R1,GF-0400,A2,refund_request,positive,overlap
R1,GF-0401,A2,billing_payments,negative,overlap
R1,GF-0405,A2,feedback_complaints,negative,overlap
R1,GF-0406,A2,other_contact,negative,overlap
R1,GF-0407,A2,refund_request,neutral,production
R1,GF-0408,A2,billing_payments,neutral,overlap
R1,GF-0411,A2,other_contact,neutral,overlap
R1,GF-0413,A2,refund_request,neutral,overlap
R1,GF-0415,A2,other_contact,negative,overlap
R1,GF-0416,A2,billing_payments,negative,production
R1,GF-0419,A2,billing_payments,negative,overlap
R1,GF-0420,A2,account_access,positive,overlap
R1,GF-0421,A2,refund_request,neutral,production
R1,GF-0425,A2,account_access,negative,overlap
R1,GF-0428,A2,other_contact,negative,production
R1,GF-0430,A2,refund_request,negative,overlap
R1,GF-0434,A2,feedback_complaints,positive,production
R1,GF-0435,A2,cancellation,neutral,overlap
R1,GF-0440,A2,billing_payments,neutral,overlap
R1,GF-0442,A2,account_access,neutral,overlap
R1,GF-0443,A2,cancellation,neutral,overlap
R1,GF-0446,A2,cancellation,neutral,overlap
R1,GF-0448,A2,refund_request,neutral,production
R1,GF-0455,A2,billing_payments,neutral,production
R1,GF-0459,A2,other_contact,neutral,production
R1,GF-0460,A2,refund_request,positive,overlap
R1,GF-0461,A2,other_contact,positive,production
R1,GF-0463,A2,shipping_delivery,negative,overlap
R1,GF-0464,A2,other_contact,neutral,production
R1,GF-0465,A2,other_contact,neutral,overlap
R1,GF-0466,A2,billing_payments,neutral,overlap
R1,GF-0467,A2,other_contact,neutral,overlap
R1,GF-0469,A2,other_contact,neutral,production
R1,GF-0470,A2,shipping_delivery,neutral,overlap
