ticket_id,label_role,first_pass_intent,final_intent,intent_rework,first_pass_sentiment,final_sentiment,sentiment_rework,qa_stage
GF-0152,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0153,production,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0154,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0155,overlap,shipping_delivery,shipping_delivery,False,neutral,neutral,False,tier2_senior_review
GF-0156,production,cancellation,cancellation,False,negative,negative,False,tier2_senior_review
GF-0157,production,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0158,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0159,overlap,account_access,account_access,False,negative,negative,False,tier2_senior_review
GF-0160,overlap,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0161,overlap,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0162,production,refund_request,refund_request,False,positive,positive,False,tier2_senior_review
GF-0163,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0164,overlap,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0165,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0166,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0167,production,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0168,production,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0169,overlap,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0170,overlap,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0171,production,other_contact,other_contact,False,positive,positive,False,tier2_senior_review
GF-0172,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0173,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0174,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0175,overlap,cancellation,cancellation,False,negative,negative,False,tier2_senior_review
GF-0176,production,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0177,production,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0178,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0179,overlap,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0180,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0181,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0182,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0183,overlap,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0184,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0185,overlap,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0186,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0187,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0188,overlap,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0189,overlap,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0190,overlap,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0191,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0192,overlap,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0193,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0194,production,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0195,production,shipping_delivery,shipping_delivery,False,positive,positive,False,tier2_senior_review
GF-0196,overlap,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0197,production,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0198,overlap,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0199,overlap,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0200,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0201,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0202,overlap,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0203,overlap,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0204,production,refund_request,other_contact,True,neutral,neutral,False,tier2_senior_review
GF-0205,overlap,shipping_delivery,shipping_delivery,False,negative,negative,False,tier2_senior_review
GF-0206,production,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0207,overlap,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0208,production,refund_request,refund_request,False,positive,positive,False,tier2_senior_review
GF-0209,overlap,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0210,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0211,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0212,production,other_contact,other_contact,False,positive,positive,False,tier2_senior_review
GF-0213,production,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0214,production,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0215,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0216,production,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0217,overlap,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0218,production,account_access,other_contact,True,negative,positive,True,tier2_senior_review
GF-0219,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0220,overlap,order_changes,order_changes,False,neutral,neutral,False,tier2_senior_review
GF-0221,overlap,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0222,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0223,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0224,production,other_contact,other_contact,False,positive,positive,False,tier2_senior_review
GF-0225,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0226,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0227,production,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0228,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0229,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0230,production,billing_payments,billing_payments,False,positive,positive,False,tier2_senior_review
GF-0231,production,other_contact,other_contact,False,neutral,negative,True,tier2_senior_review
GF-0232,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0233,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0234,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0235,production,billing_payments,billing_payments,False,positive,positive,False,tier2_senior_review
GF-0236,overlap,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0237,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0238,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0239,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0240,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0241,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0242,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0243,overlap,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0244,overlap,other_contact,other_contact,False,positive,positive,False,tier2_senior_review
GF-0245,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0246,production,account_access,account_access,False,negative,negative,False,tier2_senior_review
GF-0247,overlap,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0248,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0249,overlap,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0250,overlap,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0251,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0252,production,shipping_delivery,shipping_delivery,False,neutral,neutral,False,tier2_senior_review
GF-0253,overlap,cancellation,cancellation,False,positive,positive,False,tier2_senior_review
GF-0254,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0255,production,refund_request,refund_request,False,negative,positive,True,tier2_senior_review
GF-0256,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0257,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0258,production,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0259,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0260,production,account_access,account_access,False,positive,positive,False,tier2_senior_review
GF-0261,overlap,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0262,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0263,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0264,production,billing_payments,billing_payments,False,positive,positive,False,tier2_senior_review
GF-0265,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0266,overlap,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0267,overlap,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0268,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0269,production,refund_request,refund_request,False,positive,positive,False,tier2_senior_review
GF-0270,production,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0271,production,account_access,account_access,False,negative,negative,False,tier2_senior_review
GF-0272,production,other_contact,other_contact,False,positive,positive,False,tier2_senior_review
GF-0273,overlap,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0274,production,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0275,overlap,shipping_delivery,shipping_delivery,False,negative,negative,False,tier2_senior_review
GF-0276,overlap,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0277,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0278,production,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0279,overlap,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0280,overlap,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0281,overlap,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0282,production,cancellation,cancellation,False,negative,negative,False,tier2_senior_review
GF-0283,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0284,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0285,production,shipping_delivery,shipping_delivery,False,neutral,neutral,False,tier2_senior_review
GF-0286,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0287,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0288,production,shipping_delivery,shipping_delivery,False,neutral,neutral,False,tier2_senior_review
GF-0289,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0290,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0291,overlap,refund_request,refund_request,False,positive,negative,True,tier2_senior_review
GF-0292,overlap,shipping_delivery,shipping_delivery,False,neutral,neutral,False,tier2_senior_review
GF-0293,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0294,production,shipping_delivery,shipping_delivery,False,negative,negative,False,tier2_senior_review
GF-0295,overlap,order_changes,order_changes,False,positive,positive,False,tier2_senior_review
GF-0296,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0297,production,shipping_delivery,shipping_delivery,False,neutral,neutral,False,tier2_senior_review
GF-0298,overlap,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0299,overlap,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0300,production,shipping_delivery,shipping_delivery,False,positive,positive,False,tier2_senior_review
GF-0301,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0302,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0303,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0304,production,billing_payments,billing_payments,False,positive,positive,False,tier2_senior_review
GF-0305,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0306,production,feedback_complaints,feedback_complaints,False,negative,negative,False,tier2_senior_review
GF-0307,production,other_contact,other_contact,False,neutral,negative,True,tier2_senior_review
GF-0308,production,refund_request,refund_request,False,positive,positive,False,tier2_senior_review
GF-0309,production,other_contact,other_contact,False,positive,positive,False,tier2_senior_review
GF-0310,production,shipping_delivery,shipping_delivery,False,neutral,neutral,False,tier2_senior_review
GF-0311,production,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0312,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0313,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0314,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0315,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0316,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0317,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0318,overlap,cancellation,cancellation,False,positive,positive,False,tier2_senior_review
GF-0319,overlap,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0320,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0321,overlap,shipping_delivery,shipping_delivery,False,neutral,neutral,False,tier2_senior_review
GF-0322,production,other_contact,other_contact,False,positive,neutral,True,tier2_senior_review
GF-0323,production,shipping_delivery,shipping_delivery,False,negative,negative,False,tier2_senior_review
GF-0324,overlap,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0325,overlap,shipping_delivery,shipping_delivery,False,neutral,neutral,False,tier2_senior_review
GF-0326,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0327,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0328,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0329,production,other_contact,other_contact,False,neutral,negative,True,tier2_senior_review
GF-0330,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0331,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0332,overlap,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0333,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0334,overlap,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0335,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0336,overlap,shipping_delivery,shipping_delivery,False,negative,negative,False,tier2_senior_review
GF-0337,production,other_contact,other_contact,False,positive,positive,False,tier2_senior_review
GF-0338,overlap,feedback_complaints,feedback_complaints,False,negative,negative,False,tier2_senior_review
GF-0339,overlap,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0340,production,shipping_delivery,shipping_delivery,False,neutral,neutral,False,tier2_senior_review
GF-0341,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0342,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0343,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0344,production,shipping_delivery,shipping_delivery,False,negative,negative,False,tier2_senior_review
GF-0345,overlap,cancellation,cancellation,False,negative,negative,False,tier2_senior_review
GF-0346,production,cancellation,other_contact,True,neutral,neutral,False,tier2_senior_review
GF-0347,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
